"DOCUMENTIDENTIFIER","DOCUMENTTYPE","CANONICALPATH"
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/6 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/8 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/8-2.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/9 - 3.xlsx
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/10 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/10 - 3b.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/12 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/13 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/14 - 2.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/14-2_Fwd Re Ookla Pub API Net Revenue Report.msg
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/14-3_Fwd_ Re_ Ookla Pub API Net Revenue Report.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/15 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/15.csv
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/17 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/18 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/18 - 4 systeak final.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/19-3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/20 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/21 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/22 - 3a.xlsx
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/22 - 3b.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/23-3_Screen Shot 2016-09-19 at 12.34.21 PM.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/24 - 2.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/25_Full page photo.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/26 - 2.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/27 - 2.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/28 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/29 - 3a (only 50% rev shown is ours).pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/29 - 3b.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/30 - 3a.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/30 - 3b.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/31 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/32 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/33 - 1.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/34 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/34 - 3b_Screen Shot 2016-09-19 at 12.46.03 PM.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/35 - 3.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/7-2 _1Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/7-3_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/7-4_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/7-5_DFP.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/7-6_7 and 11 overbill.xlsx
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/16 -2_ Credit Memo - NetSuite (Ziff Davis LLC).pdf_new.pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/16 -3 Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/16-4_ Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39643,ControlTesterTestItem,/R10.5/Reporting Screenshots/16-5 auslogics Q2.pdf
I39644,Issue,/Operational Audit Issue - Action Plan Confirm - Jackson Lindsay - 1.23.2017.msg
CIT39645,ControlTesterTestItem,/1 - Ookla First and Third Party Phase 2 Testing Workbook.xlsx
CIT39645,ControlTesterTestItem,/R10.5/Billing List/R10.5.1.1_Sept 2016 Recon_approved.pdf
CIT39645,ControlTesterTestItem,/R10.5/Billing List/R10.5.1.2_Ookla and RI Income Statement - NetSuite (Ziff Davis LLC).pdf
CIT39645,ControlTesterTestItem,/R10.5/Billing List/R10.5.1.3_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.12_Credit Memo - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.13_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.1_Ookla_2305 Deferred Revenue_Nov 2016.xlsx
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.2_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Deferred Revenue Support/November/R10.4.3.7_ZD RI_2305 Deferred Revenue_Nov 2016.xlsx
CIT39648,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4.1_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4.2_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4.3_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4.4_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4.5_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4.6_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4.7_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39648,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4.8_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39649,ControlTesterTestItem,/R10.1 - GL Screen Shots - Billing/1.  February Invoice Selections.xlsx
CIT39649,ControlTesterTestItem,/R10.1 - GL Screen Shots - Billing/2.  May Invoice Selections.xlsx
CIT39649,ControlTesterTestItem,/R10.1 - GL Screen Shots - Billing/3.  June Invoice Selections.xlsx
CIT39649,ControlTesterTestItem,/R10.1 - GL Screen Shots - Billing/4.  September Invoice Selections.xlsx
CIT39651,ControlTesterTestItem,/R06.6 SF Screenshots.xlsx
CIT39651,ControlTesterTestItem,/0 ZD B2B & Emedia US Population and Sampling.xlsx
CIT39651,ControlTesterTestItem,/1 ZD B2B_ Emedia US Testing FY16 Phase 1 and 2_R01.5_6.6.xlsx
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-1 Arbor.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-2- athenahealth.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-3- 24550 Datawatch.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-4 IBM WW Commerce CS Q3 16.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-5_19A Mentor Graphics - CounterSign Contract.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-5_19B Mentor Graphics - Internal IO.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-6 Msft Mission Critical.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-7 Relevance.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-8 IBM WW Analytics SPM CS Q3 16 IPC.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-9 CS JUNE INCREMENTAL 2016 - SIGNED.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-9B.PNG
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-10 Masergy-Ziff_July-Sept FY16.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-11 Sophos Q2 6.23.16.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-12 Contract#4400476511.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-13 Arkadin.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-14 Cloudpassage.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-15 DLT.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-16 IBM NA Middleware Cloud CS Q3 16 IPC.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-17 IBM NA Commerce CS Q3 16 Incremental.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-18 Marketry.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-20 Microsoft_Empower Media.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-21 Sage Payments.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-22 O-KPBK-R2.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-23_34 C Spire (Assembly).pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-24 FY17Q3- Analytics.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-25 Glint.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-26 Imperva IO.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-27 Insight.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-28 Knowbe4.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-29 MicroStrategy.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-30 DWA.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-31 rational.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-32 Citrix jillian.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-33 Citrix vivian.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-35 FY17Q3 Pardot.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-36 Veeam.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-37 Eurotech.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-38 Glint.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-39 Infor.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-40 LogicNow.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-41 Marketry.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-42_A Rational Agency (3).pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-42-b Mail - High Priority FY16 SOX Follow Up - Contracts - B2B and Emedia.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-43 Relayware.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-44 SF analytics.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-45 Thousandeyes.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-46 Everstring.pdf
CIT39651,ControlTesterTestItem,/R01.5 Contracts/R01.5-47 SolarWinds LOGICnow Q4 Contract.pdf
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/1- Emedia-July16 Delivery.xlsx
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/2- B2B-July16 Delivery.xlsx
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/3- Emedia-Aug16 Delivery.xlsx
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/4- B2B-Augt16 Delivery.xlsx
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/5- Emedia-September16-Comparison-Report.xlsx
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/6- B2B-September16-Comparison-Report.xlsx
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/7- Emedia-October16-Comparison-Report.xlsx
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/8- B2B-October16-Comparison-Report.xlsx
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/R06.6 Sample #1 Delivery Support Arbor-Networks-CPC-Campaign.xls
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/R06.6 Sample #17 Delivery Support IBM NA Commerce_Aug Delivery.xlsx
CIT39651,ControlTesterTestItem,/R06.6 Delivery Support/R06.6 Sample #44 Delivery Support SF Analytics_Sept and Oct.xls
CIT39651,ControlTesterTestItem,/E- Month End Revenue Confirm/1a eMail July 2016 ZDB2B Final Numbers.pdf
CIT39651,ControlTesterTestItem,/E- Month End Revenue Confirm/1b email July 2016 eMedia Final Numbers.pdf
CIT39651,ControlTesterTestItem,/E- Month End Revenue Confirm/2a email August 2016 ZDB2B Final Numbers.pdf
CIT39651,ControlTesterTestItem,/E- Month End Revenue Confirm/2b email August Final Emedia US.pdf
CIT39651,ControlTesterTestItem,/E- Month End Revenue Confirm/3a email September 2016 ZDB2B Final Numbers.pdf
CIT39651,ControlTesterTestItem,/E- Month End Revenue Confirm/3b email September 2016 emedia Final Numbers.pdf
CIT39651,ControlTesterTestItem,/E- Month End Revenue Confirm/4a email Oct 2016 ZDB2B Final Numbers.pdf
CIT39651,ControlTesterTestItem,/E- Month End Revenue Confirm/4b email Oct 2016 emedia Final Numbers.pdf
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/1 - Offers Detail Testing.xlsx
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Email Approvals/R06.14.2.1_Fwd  Offers com April 2016 Financials.msg
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Email Approvals/R06.14.2.2_Fwd  Offers com May 2016 Financials.msg
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Email Approvals/R06.14.2.3_Fwd  Offers com June 2016 Financials.msg
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Email Approvals/R06.14.2.4_Fwd  Offers.msg
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Meeting Minutes/R06.14.1.1_April 2016 Revenue Summary Review.pdf
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Meeting Minutes/R06.14.1.2_May 2016 Revenue Summary Review.pdf
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Meeting Minutes/R06.14.1.3_June 2016 Revenue Summary Review.pdf
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Meeting Minutes/R06.14.1.4_Aug 2016 Revenue Summary Review.pdf
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Commission Files/R06.14.3.1_April '16 Commission Support Updated Screenshots.xlsx
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Commission Files/R06.14.3.3_June '16 Commission Support Updated Screenshots.xlsx
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Commission Files/R06.14.3.5_Placement Revenue and Bookings_2016_Cur.xlsx
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Commission Files/R06.14.3.2_May '16 Commission Support Updated Screenshots.xlsx
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Commission Files/R06.14.3.4_August '16 Commission Support Updated Support.xlsx
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Proof of Delivery/R06.14.4.5_Quickbooks 2 of 2.pdf
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Proof of Delivery/R06.14.4.5_Quickbooks HERO banner 1 of 2.pdf
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Proof of Delivery/R06.14.4.6_Zaful 1 of 2.pdf
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Proof of Delivery/R06.14.4.6_Zaful 2 of 2.xlsx
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Proof of Delivery/R06.14.4.7_Ulta.xlsx
CIT39652,ControlTesterTestItem,/R06.14 Testing Support/Reporting Screenshots/Proof of Delivery/R06.14.4.8_iRobot 1 of 2.pdf
CIT39645,ControlTesterTestItem,/R10.5/Billing List/R10.5.1.4_DistrictM_96276 Adjustment.xlsx
CIT39645,ControlTesterTestItem,/R10.5/Billing List/R10.5.1.5_1140 Ookla Statement 2016-08 # 5642.pdf
CIT39645,ControlTesterTestItem,/R10.5/Billing List/R10.5.1.6_1140 Ookla Statement 2016-09 # 5642.pdf
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.1.pdf
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.2.pdf
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.3.pdf
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.4B.pdf
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.5.pdf
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.6.pdf
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.7.pdf
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.8.pdf
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.9 A.xlsx
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.9B.pdf
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.10A.xlsx
CIT39645,ControlTesterTestItem,/R10.5/Reporting Screenshots/R10.5.2.10B.pdf
CIT39646,ControlTesterTestItem,/R10.4/1 - Ookla Data and Brand Licensing Testing Workbook.xlsx
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.1_Ookla_2305 Deferred Revenue_Mar 2016.xlsx
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.2_JE_15630_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.3_JE_15630_Approval_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.4_JE_15632_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.5_JE_15632_Approval_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.6_Ookla and RI Balance Sheet - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.7_ZD RI_2305 Deferred Revenue_Mar 2016.xlsx
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.8_JE_15641_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.9_JE_15641_Approval_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.10_JE_15645_Journal - NetSuite (Ziff Davis LLC)_hold.pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/March/R10.4.1.11_JE_15645_Approval_Journal - NetSuite (Ziff Davis LLC)_hold.pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.1_ZD RI_2305 Deferred Revenue_Apr 2016.xlsx
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.2_JE_16275_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.3_JE_16275_Approval_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.4_JE_16276_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.5_JE_16276_Approval_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.6_Ookla and RI Balance Sheet - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.7_Ookla_2305 Deferred Revenue_Apr 2016.xlsx
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.8_JE_16272_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.9_JE_16272_Approval_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.10_JE_16273_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/April/R10.4.2.11_JE_16273_Approval__Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.1_Ookla_2305 Deferred Revenue_Jun 2016.xlsx
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.2_JE_17625_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.3_JE_17625_Approval_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.4_JE_17626_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.5_JE_17626_Approval_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.6_BS_Ookla and RI Balance Sheet - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.7_ZD RI_2305 Deferred Revenue_Jun 2016.xlsx
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.8_JE_17629_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.9_JE_17629_Approval_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.10_ JE_17630_Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Deferred Revenue Support/June/R10.4.3.11_JE_17630_Approval _Journal - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_1a_Full page photo.pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_1b_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_1c_Payment - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_2_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_3_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_4_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_5_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_6_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_7_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_8_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_9_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_10_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_11_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.4_12_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Invoice Screenshots/R10.413_Invoice - NetSuite (Ziff Davis LLC).pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_2c_57678_Virgin Media - SDK Delivery!.pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_3c_57693_AVEA - Re_ Ookla Speedtest Purchase Order.pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_4c_57848_TeliaSonera - DATA DELIVERY.pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_6c_57929_Maxis - Fwd_ FW_ Maxis Ookla test report - Urgent.pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_6c_Fwd_ Ookla Data Delivery - Maxis_GlobeOss.pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_7c_57986_AT&T Web Data Delivery!.pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_8c_57987_AT&T - Fwd_ Ookla Data Delivery.pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_10c_62699_TELSTRA REVENUE RECOGNITION.pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_11c_63220_MILLICOM REVENUE RECOGNITION.pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_12c_Fwd_ Help with invoice.pdf
CIT39646,ControlTesterTestItem,/R10.4/Data Delivery Emails/R10.4_13c_64174_PT Smartfren- Re- Purchase Order - Ookla Mobile and Web Data Subscription 2016.pdf
CIT39648,ControlTesterTestItem,/R10.4/Ookla Data and Brand Licensing Testing Workbook.xlsx
CIT39648,ControlTesterTestItem,/R10.4/Data Delivery Emails/1_Ericsson AB_Delivery.pdf
CIT39648,ControlTesterTestItem,/R10.4/Data Delivery Emails/3_Spark Connect_Delivery.pdf
CIT39648,ControlTesterTestItem,/R10.4/Data Delivery Emails/4_Shanghai Alcatel_Delivery.pdf
